1
(0,0)
0
S (0,-1) (0,1) (1,0)
0.2
0.9
1
0.05
-1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,DIREITA,9.71
-1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,ESQUERDA,-0.89
-1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,FRENTE,2.31
-1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,MEIA_VOLTA,-0.59
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,DIREITA,2.83
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,ESQUERDA,14.50
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,FRENTE,-0.35
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,MEIA_VOLTA,-0.62
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,DIREITA,34.89
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,ESQUERDA,1.49
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,FRENTE,2.81
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,MEIA_VOLTA,0.11
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|8.00,DIREITA,1.71
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|8.00,ESQUERDA,0.98
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|8.00,FRENTE,10.23
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|8.00,MEIA_VOLTA,0.45
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,DIREITA,-0.57
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,ESQUERDA,-0.26
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,FRENTE,-0.57
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|1.00,MEIA_VOLTA,1.39
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|8.00,DIREITA,2.87
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|8.00,ESQUERDA,2.41
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|8.00,FRENTE,-0.23
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|8.00,MEIA_VOLTA,-0.61
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|1.00,DIREITA,1.78
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|1.00,ESQUERDA,4.93
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|1.00,FRENTE,17.99
-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|0.00|1.00|0.00|1.00,MEIA_VOLTA,0.08
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,DIREITA,-0.64
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,ESQUERDA,-0.66
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,FRENTE,1.32
0.00|1.00|0.00|-1.00|-1.00|-1.00|-1.00|-1.00|-1.00|8.00,MEIA_VOLTA,9.95
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|1.00,DIREITA,-0.69
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|1.00,ESQUERDA,-0.25
-1.00|-1.00|-1.00|0.00|1.00|0.00|-1.00|-1.00|-1.00|1.00,FRENTE,-0.16
